level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
1172,1173,515.5,53.0,51.5,167,39.06,23.256000000000004,59.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,297390.0,43.260000000000005,21.148000000000003,,,,,,867.0,,,,,59.84166666666667,,,,4.0,2.0,4.0,2.0,0.01269174,0.01269174,0.0,Man City,Chelsea,25.0,Manuel Akanji,DC,True,0.0,3.7460866910918753,-26.65229249452571,M. Akanji,70.0,Man City
1173,1174,867.0,53.0,54.0,167,43.260000000000005,21.148000000000003,59.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.47'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,297390.0,59.010000000000005,4.352,,,,,,,,,,,59.88333333333333,,,,4.0,2.0,6.0,0.0,0.01269174,0.01473596,0.0020442199999999994,Man City,Chelsea,25.0,Manuel Akanji,DC,True,8.345248334276278,0.0,-46.84080265795278,M. Akanji,70.0,Man City
1174,1175,867.5,53.0,56.5,167,59.010000000000005,4.352,59.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,331254.0,81.165,6.324000000000001,,,,,,516.0,,,,,59.925,,,,6.0,0.0,9.0,0.0,0.01473596,0.02756312,0.01282716,Man City,Chelsea,47.0,Phil Foden,Sub,,0.0,18.1933253210918,5.086450079808598,P. Foden,70.0,Man City
1175,1176,516.0,53.0,59.0,167,81.165,6.324000000000001,59.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '96.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.27'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.4'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,331254.0,100.80000000000001,11.696,,,,,,,,,,,59.96666666666667,,,,9.0,0.0,11.0,1.0,0.02756312,0.04647721,0.018914089999999998,Man City,Chelsea,47.0,Phil Foden,Sub,,13.828898370837383,0.0,15.301280970564735,P. Foden,70.0,Man City
1176,1177,517.0,54.0,2.0,167,100.80000000000001,11.696,60.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.14'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.7'}]","[91, 120, 29, 35, 37, 217, 218]",True,444791.0,95.76,19.516000000000002,,,,,,,,,,,60.016666666666666,,,,,,,,,,,Man City,Chelsea,82.0,Rico Lewis,DMC,True,5.515666592292227,0.0,122.80183203074004,R. Lewis,70.0,Man City
1177,1178,523.0,54.0,3.0,15,9.240000000000002,49.980000000000004,60.0,SecondHalf,BallRecovery,Successful,[],[93],False,363496.0,,,,,,,,,,,,,60.03333333333333,,,,,,,,,,,Chelsea,Man City,3.0,Marc Cucurella,DL,True,0.0,0.0,,M. Cucurella,71.0,Chelsea
1178,1179,511.0,54.0,4.0,15,9.870000000000001,48.824,60.0,SecondHalf,Foul,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '518'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}]","[91, 63]",True,363496.0,,,,,,,,,,,,,60.050000000000004,,,,,,,,,,,Chelsea,Man City,3.0,Marc Cucurella,DL,True,0.0,0.0,,M. Cucurella,71.0,Chelsea
1179,1180,518.0,54.0,4.0,167,95.13,19.176000000000002,60.0,SecondHalf,Foul,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '511'}]",[64],False,136741.0,,,,,,,,,,,,,60.050000000000004,,,,,,,,,,,Man City,Chelsea,20.0,Bernardo Silva,AMC,True,0.0,0.0,,B. Silva,71.0,Chelsea
1180,1181,512.0,54.0,21.0,15,7.7700000000000005,44.064,60.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.21'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 132, 36, 37, 215, 218]",True,362151.0,10.5,51.408,,,,,,,,,,,60.333333333333336,,,,0.0,5.0,1.0,6.0,0.0088799,0.00878589,-9.401000000000027e-05,Chelsea,Man City,1.0,Robert Sanchez,GK,True,1.6594584420485745,0.0,69.60828747889221,R. Sanchez,71.0,Chelsea
1181,1182,514.0,54.0,24.0,15,12.600000000000001,50.864000000000004,60.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '7.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.44'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 38, 215, 218]",True,421351.0,7.665,33.252,,,,,,,,,,,60.38333333333333,,,,1.0,5.0,0.0,3.0,0.00977745,0.00941056,-0.0003668899999999999,Chelsea,Man City,6.0,Levi Colwill,DC,True,-3.4115492431131855,0.0,-105.65322670523042,L. Colwill,71.0,Chelsea
1182,1183,515.0,54.0,27.0,15,7.455,33.660000000000004,60.0,SecondHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.99'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '13.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.0'}]","[91, 117, 30, 36, 38, 215, 218]",True,362151.0,13.755,11.56,,,,,,,,,,,60.43333333333334,,,,0.0,3.0,1.0,1.0,0.00941056,0.00878589,-0.0006246700000000008,Chelsea,Man City,1.0,Robert Sanchez,GK,True,3.5817504302971486,0.0,-74.0888514228605,R. Sanchez,71.0,Chelsea
1183,1184,516.0,54.0,29.0,15,11.655,11.832,60.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.17'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.8'}]","[91, 117, 30, 36, 37, 215, 218]",True,373946.0,23.31,13.804000000000002,,,,,,,,,,,60.46666666666667,,,,1.0,1.0,2.0,1.0,0.00878589,0.00942382,0.0006379300000000001,Chelsea,Man City,29.0,Wesley Fofana,DC,True,11.791698765367471,0.0,9.603366024452649,W. Fofana,71.0,Chelsea
1184,1185,516.5,54.0,31.0,15,23.31,13.804000000000002,60.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,395692.0,21.735,19.040000000000003,,,,,,517.0,,,,,60.5,,,,2.0,1.0,2.0,2.0,0.00942382,0.01001304,0.0005892200000000014,Chelsea,Man City,20.0,Cole Palmer,AMR,True,0.0,-0.4487605004243562,106.74139930634772,C. Palmer,71.0,Chelsea
1185,1186,517.0,54.0,33.0,15,21.735,19.040000000000003,60.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.37'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.9'}]","[91, 117, 30, 36, 37, 215, 218]",True,395692.0,24.990000000000002,35.292,,,,,,,,,,,60.53333333333333,,,,2.0,2.0,2.0,4.0,0.01001304,0.01016549,0.00015244999999999842,Chelsea,Man City,20.0,Cole Palmer,AMR,True,4.577806801941378,0.0,78.67447499333743,C. Palmer,71.0,Chelsea
1186,1187,517.5,54.0,34.0,15,24.990000000000002,35.292,60.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,425319.0,29.400000000000002,41.61600000000001,,,,,,518.0,,,,,60.55,,,,2.0,4.0,3.0,4.0,0.01016549,0.01132376,0.0011582700000000012,Chelsea,Man City,45.0,Romeo Lavia,DMC,True,0.0,4.0377785801989035,55.110260969578114,R. Lavia,71.0,Chelsea
1187,1188,518.0,54.0,35.0,15,29.400000000000002,41.61600000000001,60.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.25'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.3'}]","[91, 117, 30, 36, 37, 215, 218]",True,425319.0,33.915,55.284,,,,,,,,,,,60.56666666666667,,,,3.0,4.0,3.0,6.0,0.01132376,0.0105949,-0.0007288599999999996,Chelsea,Man City,45.0,Romeo Lavia,DMC,True,1.779647807792827,0.0,71.71987364083009,R. Lavia,71.0,Chelsea
1188,1189,519.0,54.0,39.0,15,34.02,56.304,60.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.65'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.7'}]","[91, 117, 30, 35, 38, 215, 218]",True,363496.0,33.285000000000004,45.084,,,,,,,,,,,60.63333333333333,,,,3.0,6.0,3.0,5.0,0.0105949,0.01110462,0.00050972,Chelsea,Man City,3.0,Marc Cucurella,DL,True,1.835310955568346,0.0,-93.74797803748012,M. Cucurella,71.0,Chelsea
1189,1190,520.0,54.0,41.0,15,33.285000000000004,45.084,60.0,SecondHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.59'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.9'}]","[91, 117, 30, 35, 38, 215, 218]",True,425319.0,31.815,33.32,,,,,,,,,,,60.666666666666664,,,,3.0,5.0,3.0,3.0,0.01110462,0.01132376,0.0002191399999999996,Chelsea,Man City,45.0,Romeo Lavia,DMC,True,-0.6216634674861012,0.0,-97.12261858449095,R. Lavia,71.0,Chelsea
1190,1191,521.0,54.0,43.0,15,31.815,33.11600000000001,60.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.41'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[91, 118, 120, 29, 124, 36, 38, 216, 218]",True,410175.0,37.275,26.588000000000005,,,,,,,,,,,60.7,,,,,,,,,,,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,5.060951742846342,0.0,-50.090988363840076,M. Caicedo,71.0,Chelsea
1191,1192,519.0,54.0,43.0,167,67.2,36.652,60.0,SecondHalf,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 101, 56]",True,73084.0,,,,,,,,,,,,,60.7,,,,,,,,,,,Man City,Chelsea,17.0,Kevin De Bruyne,AMC,True,0.0,0.0,,K. D. Bruyne,71.0,Chelsea
1192,1193,520.0,54.0,47.0,167,81.58500000000001,65.212,60.0,SecondHalf,BallTouch,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 69]",True,388098.0,,,,,,,,,,,,,60.766666666666666,,,,,,,,,,,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,0.0,0.0,,J. Doku,71.0,Chelsea
1193,1194,524.0,55.0,20.0,15,25.41,0.0,61.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.13'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.9'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}]","[91, 212, 36, 37, 215]",True,403850.0,29.61,8.092,,,,,,,,,,,61.31666666666667,,,,2.0,0.0,3.0,0.0,0.00844854,0.00977659,0.0013280500000000008,Chelsea,Man City,27.0,Malo Gusto,DR,True,6.830588483004647,0.0,62.56928176650468,M. Gusto,71.0,Chelsea
1194,1195,524.5,55.0,21.5,15,29.61,8.092,61.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,425319.0,11.655,10.200000000000001,,,,,,525.0,,,,,61.34166666666667,,,,3.0,0.0,1.0,1.0,0.00977659,0.00878589,-0.0009907000000000006,Chelsea,Man City,45.0,Romeo Lavia,DMC,True,0.0,-16.613870502890833,173.3038645136256,R. Lavia,71.0,Chelsea
1195,1196,525.0,55.0,23.0,15,11.655,10.200000000000001,61.0,SecondHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '2.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.02'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 37, 215, 218]",True,425319.0,2.7300000000000004,28.900000000000002,,,,,,,,,,,61.36666666666667,,,,1.0,1.0,0.0,3.0,0.00878589,0.00941056,0.0006246700000000008,Chelsea,Man City,45.0,Romeo Lavia,DMC,True,-6.065734264135003,0.0,115.51387042753423,R. Lavia,71.0,Chelsea
1196,1197,525.5,55.0,24.5,15,2.7300000000000004,28.900000000000002,61.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,362151.0,4.7250000000000005,34.408,,,,,,526.0,,,,,61.391666666666666,,,,0.0,3.0,0.0,4.0,0.00941056,0.00941056,0.0,Chelsea,Man City,1.0,Robert Sanchez,GK,True,0.0,2.121254397187869,70.08959109422835,R. Sanchez,71.0,Chelsea
1197,1198,526.0,55.0,26.0,15,4.7250000000000005,34.408,61.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '38.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.89'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 127, 36, 37, 215, 218]",True,362151.0,28.875,64.05600000000001,,,,,,,,,,,61.416666666666664,,,,0.0,4.0,3.0,7.0,0.00941056,0.00977659,0.00036602999999999983,Chelsea,Man City,1.0,Robert Sanchez,GK,True,18.432206207789505,0.0,50.83520444578588,R. Sanchez,71.0,Chelsea
1198,1199,527.0,55.0,29.0,15,28.875,64.05600000000001,61.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.45'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.7'}]","[91, 118, 120, 29, 36, 37, 216, 218]",True,363496.0,38.535000000000004,68.0,,,,,,,,,,,61.46666666666667,,,,,,,,,,,Chelsea,Man City,3.0,Marc Cucurella,DL,True,7.187102175348002,0.0,22.20928883165121,M. Cucurella,71.0,Chelsea
1199,1200,523.0,56.0,0.0,167,70.77000000000001,0.0,62.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.57'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '77.9'}]","[91, 212, 36, 37, 217]",True,444791.0,81.79500000000002,5.78,,,,,,,,,,,61.983333333333334,,,,8.0,0.0,9.0,0.0,0.02122129,0.02756312,0.00634183,Man City,Chelsea,82.0,Rico Lewis,DMC,True,11.710701754817968,0.0,27.66636151983565,R. Lewis,71.0,Chelsea
1200,1201,524.0,56.0,2.0,167,81.79500000000002,5.78,62.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '18.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.47'}]","[91, 120, 29, 124, 35, 37, 217, 218]",True,315227.0,73.605,12.308000000000002,,,,,,,,,,,62.016666666666666,,,,,,,,,,,Man City,Chelsea,9.0,Erling Haaland,FW,True,-1.6245750534963506,0.0,141.44271606971986,E. Haaland,71.0,Chelsea
1201,1202,529.0,56.0,4.0,15,28.035,50.388,62.0,SecondHalf,BallRecovery,Successful,[],[93],False,410175.0,,,,,,,,,,,,,62.050000000000004,,,,,,,,,,,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,0.0,0.0,,M. Caicedo,71.0,Chelsea
1202,1203,530.0,56.0,4.0,15,28.035,50.388,62.0,SecondHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '17.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.72'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.0'}]","[91, 117, 30, 35, 38, 215, 218]",True,410175.0,18.794999999999998,44.404,,,,,,,,,,,62.050000000000004,,,,3.0,5.0,1.0,5.0,0.01110462,0.00977745,-0.0013271700000000008,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,-8.140162919383727,0.0,-147.0721373468359,M. Caicedo,71.0,Chelsea
1203,1204,530.5,56.0,6.0,15,18.794999999999998,44.404,62.0,SecondHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,425319.0,20.790000000000003,47.124,,,,,,531.0,,,,,62.083333333333336,,,,1.0,5.0,2.0,5.0,0.00977745,0.01001304,0.0002355900000000008,Chelsea,Man City,45.0,Romeo Lavia,DMC,True,0.0,1.6040126797939394,53.741596498000845,R. Lavia,71.0,Chelsea
1204,1205,531.0,56.0,8.0,15,20.790000000000003,47.124,62.0,SecondHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.55'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.3'}]","[91, 117, 30, 36, 38, 215, 218]",True,425319.0,29.19,39.508,,,,,,,,,,,62.11666666666667,,,,2.0,5.0,3.0,4.0,0.01001304,0.01132376,0.0013107199999999996,Chelsea,Man City,45.0,Romeo Lavia,DMC,True,9.216712695693033,0.0,-42.19754848013322,R. Lavia,71.0,Chelsea
1205,1206,532.0,56.0,10.0,15,29.19,39.372,62.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.14'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 36, 38, 215, 218]",True,410175.0,32.445,32.164,,,,,,,,,,,62.15,,,,3.0,4.0,3.0,3.0,0.01132376,0.01132376,0.0,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,3.421869071077623,0.0,-65.69694160254234,M. Caicedo,71.0,Chelsea
1206,1207,533.0,56.0,11.0,15,37.800000000000004,34.068000000000005,62.0,SecondHalf,Pass,Unsuccessful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.75'}]","[91, 118, 120, 29, 36, 38, 216, 218]",True,395692.0,46.830000000000005,28.764,,,,,,,,,,,62.166666666666664,,,,,,,,,,,Chelsea,Man City,20.0,Cole Palmer,AMR,True,8.794858298520857,0.0,-30.4289288852497,C. Palmer,71.0,Chelsea
1207,1208,525.0,56.0,12.0,167,56.80500000000001,37.128,62.0,SecondHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[91],True,402664.0,,,,,,,,,,,,,62.18333333333334,,,,,,,,,,,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,0.0,0.0,,J. Gvardiol,72.0,Man City
1208,1209,526.0,56.0,13.0,167,56.910000000000004,30.668000000000003,62.0,SecondHalf,BallRecovery,Successful,[],[93],False,93894.0,,,,,,,,,,,,,62.2,,,,,,,,,,,Man City,Chelsea,8.0,Mateo Kovacic,DMC,True,0.0,0.0,,M. Kovacic,72.0,Man City
1209,1210,527.0,56.0,17.0,167,70.14,17.612000000000002,62.0,SecondHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.24'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,93894.0,78.435,3.3320000000000003,,,,,,,,,,,62.266666666666666,,,,8.0,2.0,9.0,0.0,0.0241224,0.02756312,0.0034407200000000013,Man City,Chelsea,8.0,Mateo Kovacic,DMC,True,-2.0537591543601437,0.0,-59.848452018177895,M. Kovacic,72.0,Man City
1210,1211,528.0,56.0,22.0,167,79.38,4.964,62.0,SecondHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '10.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.97'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,331254.0,67.72500000000001,7.004000000000001,,,,,,,,,,,62.35,,,,9.0,0.0,7.0,0.0,0.02756312,0.0174506,-0.01011252,Man City,Chelsea,47.0,Phil Foden,Sub,,-7.30097325950311,0.0,170.0719657889435,P. Foden,72.0,Man City
